,ene-05,feb-05,mar-05,abr-05,may-05,jun-05,jul-05,ago-05,sep-05,oct-05,nov-05,dic-05,ene-06,feb-06,mar-06,abr-06,may-06,jun-06,jul-06,ago-06,sep-06,oct-06,nov-06,dic-06,ene-07,feb-07,mar-07,abr-07,may-07,jun-07,jul-07,ago-07,sep-07,oct-07,nov-07,dic-07,ene-08,feb-08,mar-08,abr-08,may-08,jun-08,jul-08,ago-08,sep-08,oct-08,nov-08,dic-08,ene-09,feb-09,mar-09,abr-09,may-09,jun-09,jul-09,ago-09,sep-09,oct-09,nov-09,dic-09,ene-10,feb-10,mar-10,abr-10,may-10,jun-10,jul-10,ago-10,sep-10,oct-10,nov-10,dic-10,ene-11,feb-11,mar-11,abr-11,may-11,jun-11,jul-11,ago-11,sep-11,oct-11,nov-11,dic-11,ene-12,feb-12,mar-12,abr-12,may-12,jun-12,jul-12,ago-12,sep-12,oct-12,nov-12,dic-12,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sep-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sep-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sep-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        H-SL Total Horaria para servicio general en alta tensión, nivel subtransmisión para larga utilización",272,272,275,275,276,276,277,279,282,282,283,286,285,286,285,287,291,295,297,299,301,301,301,304,310,311,309,311,311,310,312,312,313,313,312,315,316,316,316,316,319,320,319,318,315,308,306,302,301,301,311,305,302,300,300,301,300,299,300,298,299,298,297,298,298,298,297,297,295,296,294,294,295,294,295,293,292,293,293,293,292,291,290,291,290,290,289,288,288,288,289,288,287,285,284,284,285,283,284,284,284,285,282,281,280,279,280,280,282,281,278,276,274,272,272,273,274,274,272,272,272,271,271,271,265,260,257,255,255,255,254,253,250,250,250,249,249,251,248,249,250,249,248,246,245,244,239,239,232,231,232,230,227,226,224,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            H-SL Horaria para servicio general en alta tensión, nivel subtransmisión para larga utilización",272,272,275,275,276,276,277,279,282,282,283,286,285,286,285,287,291,295,297,299,301,301,301,304,310,311,309,311,311,310,312,312,313,313,312,315,316,316,316,316,319,320,319,318,315,308,306,302,301,301,295,287,280,279,279,280,279,277,278,276,283,289,289,292,295,290,289,289,288,289,287,287,288,288,289,288,291,292,291,291,289,288,287,288,287,287,285,283,282,280,281,281,279,278,277,277,278,276,279,280,280,283,277,277,275,274,275,275,277,276,273,270,269,270,270,270,270,269,267,267,267,266,266,266,260,255,252,253,254,254,252,251,248,248,248,247,247,249,246,247,248,248,248,245,244,243,238,238,231,230,231,229,226,225,223,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            H-SLF Horaria para servicio general en alta tensión, nivel subtransmisión para larga utilización con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,22,21,21,21,21,22,22,22,16,9,8,6,3,8,8,8,7,7,7,7,7,6,6,5,1,1,2,2,3,3,3,3,3,3,4,5,6,8,8,7,8,7,7,7,7,7,5,4,4,2,5,4,5,5,5,5,5,5,5,6,5,2,2,3,4,5,5,5,5,5,5,5,5,5,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"        HT Total Horaria para servicio general en alta tensión, nivel transmisión",40,41,41,41,40,40,40,41,42,41,42,43,42,44,45,45,46,46,47,48,48,49,50,51,50,51,52,52,53,52,51,51,50,50,50,52,51,51,51,51,51,52,46,46,46,48,49,50,49,50,53,53,53,54,53,56,55,57,57,58,57,58,57,56,56,56,55,56,57,58,56,58,58,58,58,58,58,59,59,59,59,61,63,62,63,64,65,68,68,68,70,70,70,70,69,71,73,71,72,70,70,71,73,76,77,78,77,78,79,79,80,81,82,83,83,82,84,86,85,85,85,86,87,88,90,92,96,95,97,100,101,102,102,101,101,101,101,103,104,104,104,104,105,107,106,107,107,105,106,106,106,106,108,109,108,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            HT Horaria para servicio general en alta tensión, nivel transmisión",40,41,41,41,40,40,40,41,42,41,42,43,42,44,45,45,46,46,47,48,48,49,50,51,50,51,52,52,53,52,51,51,50,50,50,52,51,51,51,51,51,52,46,46,46,48,49,50,49,50,53,53,52,53,52,55,54,56,56,57,55,56,55,55,55,55,54,55,56,57,55,57,57,57,57,57,58,59,59,59,59,61,63,62,63,64,65,68,68,68,70,70,70,70,69,71,73,71,72,70,70,71,73,76,77,78,77,78,79,79,80,81,82,83,83,82,84,86,85,85,85,86,87,88,90,92,96,95,97,100,101,102,102,101,101,101,101,103,104,104,104,104,105,107,106,107,107,105,106,106,105,105,107,108,107,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            HTF Horaria para servicio general en alta tensión, nivel transmisión con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"        H-TL Total Horaria para servicio general alta tensión, nivel transmisión para larga utilización",27,27,27,27,28,28,28,28,28,28,28,28,28,29,29,29,28,28,28,28,28,28,28,27,28,27,27,27,27,27,28,28,28,28,29,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,28,28,28,28,28,28,28,28,29,28,28,28,28,28,28,28,28,28,29,28,29,29,29,28,28,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,28,28,27,27,25,26,26,26,26,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,22,22,20,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            H-TL Horaria para servicio general alta tensión, nivel transmisión para larga utilización",27,27,27,27,28,28,28,28,28,28,28,28,28,29,29,29,28,28,28,28,28,28,28,27,28,27,27,27,27,27,28,28,28,28,29,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,25,25,25,25,24,24,25,25,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,29,28,28,28,28,28,28,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,28,28,27,27,25,26,26,26,26,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,22,22,20,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            H-TLF Horaria para servicio general alta tensión, nivel transmisión para larga utilización con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Información disponible desde 2005.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Para una mejor interpretación de la información se recomienda consultar el reporte con periodicidad mensual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuente: Sistema de Información Energética con información de CFE, incluye extinta LyFC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
